Id,Predicted
70,.hksepthdbidzREnjdfRhmsikspYntTRI~Etfyvprsent.tisikspYntfoRTRIsiksprsent.
71,..DeRaRolWIshmpAshmistAndsiniks!sedhfloRspeShlhst_.
72,.tUstIphful.khnmInHyrinflEShn.AndivenchlIHyrintRistREts.
73,._DhbAGkHOldiGkhmphnIzflEtidhnnhDrfiftImil?hndalrsEl@frnekstUUzdE..
74,.DhRIkol@ikspAndzanhWisdRolhvhDrmadhlzbIghthnrlIrhDisWIk!.
75,.pRabhblIDhlaRjhstkhntRib?htr.thDhrniGzhptrnfrmEjrpRhdUsrz.izhn?UpEstRhkcrHAmrdwtthDhHevhlI?Un?hnyzdphsifiknoRTWest.
76,.inhdiShnnUklIrfRIzOnzofhninklUdrEnjnhntsDhtRIkWyrdnhklIRWephnzdiploRd~hjEshnzhvRizOn_onlAndoRAtsI.pIphlbA!.
77,.bhtDhfedrhRIzrvindmistrgRInspAnaRlyklItibIWrkiGHaRdtikIpinflEShndwn.
78,.tUilIvIEtHizkhndishnkamh@mistrpathshhnstaptstEviG.piRIhd!.
79,..bhtDeRrolsORis.
80,.inoRdrtistEkhmpetitivhtDhpRilifREtiGnembrhvsmolnan?Un?hnaprEShnzinDhRIjhn.mOskhmphnIizHAvshksesfhlIskWIdzshbstAnchlWEjkhnseShnzfrmlebr?Un?hn.
81,.DIAktWhzizhnAcRhlfrHimezIdiGpuRkkamh@HItOldhfRend.piRIhd..
82,.!nwkamh@WImhstHAvEn?UshmTiGdASoR.dAShDrtUinSuRDhtDIeldelInatbIWyptwtfynAnShlIendImOShnhlIbyhliGgRIGkamh@fynhlillhs.piRIhd.
83,.mistrbeRIHAdbinpRezhdenthvHaRdmhnsisthmzh?UnithvfigIintrnAShnhlinkoRprt!.
84,.DEvbAnin?UsinDI?UessensDIrlInyntInsevhntItspiRIhd.
85,.itWazhnthgivhWE!.
86,.ifitizhWantsEiGitshnhDr_.
87,.bytDis?iRkamhpaRtIbAthlzrleskhntenShsindaktrpolkamh@HUhzonDhbAlht.hndfoRtIsikstEtskamh@HOpsfrAtlIstWhnmil?hnvOts.piRIhd.
88,.bhtifDhHistrIhvhDrefRhkhnnEShnzizenIgyd_Wyts.indIenzhndsmolblAktRybSudfiRDh!.
89,..OlddpIphlshnatHAvtilivWhtDhkansthnk?iRDhtDEkudendhprUendidevrIWEbyDAtlAsdOlnhskamh@lIviGhdesthtUtspws.piRIhd.
90,.bhtDhbOzWOntgiv@hp_piRIhd!.
91,.telhviZhnsetmEkrz.REgrhlIskejultIvIpROgRAmiGbigAn?iR.HAvhlostAttUDhjAphnIzAndDI?uRhpIhns.
92,.DAtsmoRlesWhtDhblUcip_ikanhmisikspekt_.
93,.DhShthlWudbIDhfrsttUliftofsensDhnyntInEtIsikscRAlhnjriksplOZhn.piRIhd_.
94,..HIAdid.kOlhndhbhlkWOt.EIofrDEkamhzEnizgOiGhbIRIv?d..
95,..menI@hDrz.kamh@hvEtiGtAksiz!kamh@dUitanDhsly.piRIhd!.
96,.foRigzAmphl_inlykstaksDhtselAthlOmhlthbhlhvDhkhmphnIzbukvAl?U_oRAsetsmynhslyhbilhtIizprSiR_.
97,..nw+sIbh-iztRytUmEkhmen!.
98,.AGgrdlikRUd.hfiShlzkhnvInDeRHykoRttijhjmistrAmravlAsshmr.piRIhd.
99,.inWilseleksdividendAthlEtrdEt!.
100,.dhbhlkWOt.foRDhRekrddhbhlkWOt_izDhkwnthvhthfkamhshksesfhlbiznismAnzterhbhlWaSiGthnikspiRIhdz.
101,.!foRDhstapEdkamhHIpiktkantRAktAndoRghnyziGcIfWoltrSI_kamh@HUendidHizOnbidthbIpRezhdentbybAkiGmistrmhkaRTI_piRIhd.
102,..AkcUhvI!kamh@sinsizgRondhTrdIEdylykithllattkamh@dhbhlkWOtHIsez.piRIhd.
103,.DisizhvDhtympitEkDhcAnshnAskDhmmAtsezmistrAphlbam.HUAdzDAtHizHOfOnHizbhgd_.
104,..DhsitIkhnpRAvhblIHAndhltUpROgRAmzkamh@sezSaRpmhmoRIhAdministREtrcaRlzkOk_kamh.dhbhlkWOt_bht.TRIhfoRkudbIpRablhmAtik_piRIhd.dhbhlkWOt_.
105,.itshbwtWyksevhntIndzhnhbibIzlyfkamh.dhbhlkWOt.sezmistrdikI!kamh_hvenrhnighstIcrH?iRhjhpAn.piRIhd!.
106,.Dhn?UdIlbAtsOShlsik?uRhtIkamh@hnd_Dhn?UfRentiRbRotmedhkeR.piRIhd.
107,.bhtDeRpap?hleRhtIgRUslOlIbikhztRAnzmiShnofhnWhzslhgiS.kamh@pRintiGmesIAtdmhSInzkudhn.dhbhlkWOt.tapdhbhlkWOttUjhDrifiShntlI.piRIhd_.
108,..hnatAt@olhnHApIWiTWht!.
109,.!hsOsIEthdendz_nhnizeRkOh.izhjenRhlpaRtnrDeRkOhHOtelpaRtnrzhndHAzhWhnprsentjenhlpaRtnrintRistinDhpaRtnrSip..
110,.AndelsrvisizWelzWhnsDerdReldkamh_lAmik.drmit.biltofSoRdRiliGRegz.
111,.bhthtempsdyslEthnmistiGrdifektivpROtIndinDhmhshltiSUhvlesk?UlrdistRif?IpEShnz_HAvloGpRUvdfRestrEtiG.piRIhd_.
112,.DAtsmorlesWht.DhplUcipikanhmissikspekt.piRIhd_.
113,.?etDhbendhspOstizbendiGOvrbAkWRdrdtikhmplyWiT?UesdhmAndzfrmoRAkses.piRIhd!.
114,..frmenIjAphnIzkhmphnIzitWhzDhfrsttymWiDEdevrsInAnhmeRhkhninvestrsezmistreRhn.
115,..DhRATWelsagAtintenshfydkRitisizhvOvrDhWestrnostREl?hnghvrmhntspRIlEShnSipWiTantrpRinrz_shcezmistrbandhndmistrHOmzhkoRtkamh_HUmDhghvrmhnthsistidfynAnShlI!piRIhd.
116,.dhbhlkWOt_WIjist.gethghdsynkamhAdDAtmaRkitWhlRispandpiRIhdddhbhlkWOt_.
117,.!hbwtWhnpYntfyvbil?hndalrzhvdetizhndrRIv?U@.
118,.innyntIn~EtIkamhDhflEEmzRIzUmdHOmgEmzpiRIhd!.
119,._dhbhlkWOtifWIkIpDis@hpkamh@WhldyWiDwRfAgpiRIhd!dhbhlkWOt_.
120,.DhnASnhlAvvRijWhzfoRpYntsiksTRIprsent.hnddisembr@nyntInEtIsiks.
121,._itHAdhjrmAthkhsektanDhgEm.piRIhd.dhbhlkWOt..
122,._DhdedlynfrdUiGsOizfebUWeRItWenIfrst.tUmhnTsbifoRjhletsEphltWenIfrstAn?UhlmItiG.
123,.WytplErzdRifthdbAkkamh@AntenShnzIsdpiRIhd_.
124,..frminseltsmEjr.dItshndbrnI!RipoRthdlIdYnDhkRwdhvolstRItHwsizkhtiGDeRnyntInEtIsevhnybIemrniGzesthmht.
125,.DeRznOdwtWIvdiminiSDhsOvIhtTRetfiRIshbstAncrhlIinDhlAst?iR.sOzmenhsOthRepRizenhtivDenWebr_.
126,.Hhltelzkhn?UzphtekkalhjIthpRIdikt.WinbiznhsWhlbIhn?UZUWhlIslO@AndDhsWinmoRdiskwniGiznidh!.
127,.?estrdEzhnwnsmhntbyRepRizenhthvHwrdmInzthHwsWhlvOtanDhstimizhmendmhntsepRhtlIfrmDIOvrolkanfRhnsRipoRt_piRIhd.
128,..DhkhmphnIolsOdOnEtidfiftITwzhndalrztUhlOkhlinvyRhnmenhlgRUp_thHyrspeShlistUhvAl?UREtDhkhmphnIzplAnzthklIdhpkhntAmhdEtidsyts.
129,.stRoGimpoRtsHwevrmInDAtdhmestikdimAndRytnwstRoG_WencurWEtikRbitREddefhshtiztiHAvhfulblOndRiseShn.
130,.AneRkOizspOksWumhnsedDhkhmphnIfrmDhvencr_tikRIEthfynAnsiGvIikhlfrf?UcrHOtelpRajekts.
131,.dhbhlkWOt_DeRizhnmhcpRagResinsevhntIndEz.piRIhd.
132,.DhklhbnwfIldzhnhmbrhvtImzfoRveRIhsEjlevhlz.piRIhd_.
133,.DhbendhspOstsmhnaphlIHAzbikhmhlytinRadfrkRitisizhmbyDI?Ueshnd@hDrtREdiGpaRtnrzhvjrmhnIzklOzddorz.piRIhd.
134,..DhfrmseditdhzhnkamentaninstakRekhmhndEShnzoRrniGzesthmhts.
135,.itdinydethfynDhbyrzoRdisklOzdtrmzhnDhsElz.
136,.nwp.sIbhiztRyGtUmEkhmenz.
137,.!dhbhlkWOtytOldDemitsDIendhvydIalhjIkamhdhbhlkWOt_sizmistrAmrAvkamh@hpaRtIvetrhnpiRIhd.
138,..DhbAGkHOldiGkhmphnIslEtidhnhDrfiftImil?hndalrsElfrnekst?UzdE!.
139,.nOfrmplAnHAzbendivyzd.bhtitizhndrkhnsidrEShntURiv?UDhHOldstRhkcrHIsed.
140,..HIkudpResmistrROlhndtiselHhmpaRthvloGROzpoRtfOlIO.piRIhd!.
141,.ybIemfelWhnhndsevhnEtTs.tUWhnHhndrdtWenIAndTRIEtTs.anmoRDhntUpYntfyvmil?hnSeRz.
142,.nObhdInOzHwDhswTAfRhkhnghvrmhntlhrIAkt_.
143,.DhkhmphnIsedAlfitindEvidbilzplAndDhkhnvrtDeRkamhnSeRz!driGDhTrdIHyfhndEpiRIhd.piRIhd..
144,.shmsoRsiz.sedshmhvDIlesHyfhntRhdiShnhlHOldrzhvjenroldEbiZIks.SeRz_kudbItempthdbyDhpRaspekt.hvkAphthlgEnz.piRIhd.
145,.cAmbOdIezvIAtnanHyfhnbAkDghvrmhntRif?UziztiSeRpwrWiTDhkhmeRRUzkamh_DhkhntRIzfoRmrolch@Hyfhnlefths.RUlrz.piRIhd.
146,.DhnAzdAtkhmpazhtindekshvfoRTwzhnkamhsiksHhndrdTrdIEtstaksklOzdAtTRIHhnrdsevhnIfoR.pYntsiksfyvkamh.dwnziRO.pYntWhnsiks.piRIhd.
147,.inRIshntWIksfoRigzAmphlRIdrzHiRHAvHrdhvDhbAniGhvAntIyRiscOksinWhnlhndhnbrl.
148,.ekspoRtpRyshzROzWhnprsentinDhlEthstkWoRtrAndejdhptOnlIz?iROpYnt.tUprsentinDhWAst?iR.piRIhd.
149,.menI@hDrzkamh+hvEtiGtAksizkamhdUitanDhsly.piRIhd!.
150,..instedkamhDEfEvr@hnhnwnstceksbyROviGkamh_ReDrDAninHyfhnHwskamhinspektrzfOkisiG_andhbhlkWOtkRitikhlkhntROlpYntsdhbhlkWOt_instItpudpRasesiG.piRIhd!.
151,.DhpRablhmkhntin?UztibIminandIinfAShnkamh@sedkrtbaynyd_kamh@DhphbliSrhvDhRItElmaRkhtiGRipoRt.kamh@hndindhstRInUzletr.piRIhd.
152,.hnhDrspOksmhnfrDhministRIHAzRIplydtUdhfoRdkoRspanditshsOsIEShnhvsATIzdEZh@.
153,.hndrtrmzpRIvIhslIRIpoRthddIhtAl?hnAgRhkhlcrhlkhnsrnhsUmthbwtWhnHhnrdnyntIfyvmil?hndalrzhndshboRdhnEtiddetAzpaRthvDhtR!.
154,.bhtshcgenstDhdAnsaRmylcRemrzkhmpeRdzhkhmiGerTkWEkfrDhtUpRhfeShnzkamh_shmhkwnthntzAndkhmshlthnspRidikt.piRIhd.
155,.aphziShnfRhmkhmpetitrzolsOkhntRhb?Utid.tiDIiniShlRIjekShnhvDhmrjr_kamh_AndDAtHAzAGgrdsAnhfEigzek?htivz.piRIhd!.
156,..mhgaRdlhshvDIwlkhmhvenImItiGWiTjhled_kanhstansImzolmOstsrthntinamhnEtitsOnslEthvdrektrzshmtymneksWIk!.
157,._bhtthDhshpRyzhvolmOstetRIWhn.DstakpRytsizbigAnhsDAtiklyndDhtpuStDIAvRijhbhvWenzdEzklOz.
158,.bhtitstifikhlt.tisImWrDhkhmphnIgOsfrmHiRRz.
159,.AndSoRtlIAftrDIAkWhziShnkamh@YlpRyshstaRtidsslyd_piRIhd.
160,.insted_DEfEvranhnwsceksbyROviGRADrDAtinHwsinspektrz_fOkisigankRitikhlkhntROlpYnts_insIfrdpRapsiRd!.
161,..mistrbeRIHAvbinpRezhdenthvHaRtmhnsisthmzh?UnithvfigIintrnAShnhlinkoRprt!.
162,.SAmRantspRItAkspRafitfrmDhsElWhzWhnHhnrdtWenIfyvmil?hndalrzhspOksWumhnsed.
163,.neROlIdifyAm_DeRrhdhzhnrsOAsetAlhkEShnfhndz.
164,..innyntInEtIfyv_penzYlWhnniRlIivevhnbil?hndalrzindAmijizit.tRyl_DhbighstjhjmhntevrhWoRdithplEni.
165,.AftrDhTrdIHyfhndEpiRIhdkamh.DhSeRzWudbIkhnvrthbhlAthlOr@RESIO.piRIhd.
166,..HIiknalijizdiskhsiGDhphtenchlivspIdiGhplosizbhdinyzmEkiGetITRet_.
167,..bilevhlilfrDr_DeRaRWEzrwndHyriGfRIsiz.
168,.DIikspAndidRIkWolWhzdisklOzdAthmItiGWiTAnaRsIhfiShz_AndAnEjhnsIofhswtsydShkaRgO@.
169,..Dhn?UceRmhn.nOzhtHizphlitikhlkhnAkShnzmEkshmmaRkitpRtishphntshvspiShs_DhtIphltRydhstem?hlEtDIikanhmIthHelpjIOpIkAnhditsnekst?iR_piRIhd.
170,.AftrDhklOzhvtREdiG.DhfoRkAstsWrinkRIst.
171,.?estrdEzlUzrzinklUdid@othmhbIlzpiRIhd..
172,.bhtnwDhmedhkhlpAkhpOzizbOTmeZrzpiRIhd!.
173,..HIHAdbinsIn?rvyspRezhdenthvWaSiGthnaprEShnzfoRDhdifenskantRAkt!.
174,.DhbundhspOstshnabrlIHhzbikhmhlytnEnRydfrkRitisizhm.byDI?UesAndhDrtREdiGpaRtnrzhvjrHhnIz.klOzddoRz.piRIhd.
175,..DeRjistWEtiGfrDh!.
176,.ybIemfelWhnAndsevhnEtTstUWhnHhndrdtWenIindTRIEtTsanmoRDhntUpYnfyvmil?hnSeR!.
177,.DismaRkitizWEtiGfrOnlIWhnTiGkshofrdRof+hsUn?rvyspRezhdentAttamsinmhkenhndsik?uRhtIzinkoRprEtid_.
178,.hstRonhmrzsEDAtDIrTsDEtizsIld.
179,.DhmhnItiput.DispRaphziShnanDhbAlhtkEmpaRtlIfrmDhgRAndHyfhncAmpIhngivr.kamh@zIkAlhfoRn?hmedhkhlhsOSIEShnpAk.piRIhd!.
180,.sIbh-hgRIdjRevhnIDIOvrsyt.
181,.mikdrmhtAndendel@RAnddifRhntsseghmhntsWhvDIYlsrvisizbUzn.
182,..DhREtiGkhnsrnolsOplEsDDhsiGghlEtU@vsIn?rdet!REtiGhvsIesAkshstekshs.gAstRAnsmiShn?UnhtanRIv?U_WiT.drekShn@ansrchn.
183,..DIikspAndidRIkolWhzdisklOzdAthmItiGWiT.AndaRsIhfiShlzAndAnEjhnsIofhswtsajhkagO@.
184,.!bhtDhpROtestsRAphdlIbROkhpWinDhmIdIhHeditHO.
185,..bRitiShplyhnsmEkrzHAvWoskRwndtikanthnantOl?uRhpIhnzHUAvDhstAbliStERep?htEShnfoRdizynAndkWalhtIstAndrdz.piRIhd.
186,.DIdhbhlkWOtHedkwntkamh@dhbhlkWOt.hbOgismeZriGdivysifevrDeRWhzWhnkamh@RimEnDhsEmsemIkOlhn.DeRWhznOinkRIsinsAlrIprshnel.piRIhd!.
187,..kRischnSWoRzHyfhnSOiG.kamh@DhpOsthlministr!kamh_bRishlzAtshgjeschnz.DhtshckRitisizhm.ledtiDhdisiZhntidismAnthlDhmhnaphlI.piRIhd_.
188,.HIpRyvhtlIinsistsIhpOzizRipIlkamh_bhtshmTiGkHIHhz?UziGizaphziShnezhbaRginiGcip_piRIhd.
189,.DhkhmphnIofsOdOnEhdfiftITwzhndalrztUhlOkhlinvyRhnmenhlgRUpthHyrspeShliststUhvAl?UEtDhkhmphnIzplAnzdiklInhpkhntAmhnEtidsydz.
190,.AndAmbiShsnyntInHyfhnnEShnefrttUHelpt.tWenI?rzhvWoRhnkembOdIh_endidWiTwtAndhngRImhnt.piRIhd.
191,.pRabkhtbynUzRipoRtshvhlejvmispROpRIEShnhvfynz_HIesIsIviztidDhfrmznU?oRkHAdkoRtrzlAstWIkWiDDIintenShnhvigzAmhniGbiznisRI!.
192,.itizcRayzWiTgetiGDhbestIlfrSeRHOldrz_kamh_AndWudhntget.tapdalrWiDwthnhDrbidr_.
193,.DAtizWelhbhvDhnASnhlAvRijfrHasthdhlzhshcpROgRAmzkamh_bhtHaRdlIhmaRkititWantdisIfRydmentid.piRIhd.
194,..HIaRd?UsDAtfRydEzhnimplYmhntfig?rz.hndrmyndDhTIsishvESaRplIslOiGIkanhmI_.
195,.DhsenshvinpendiGdUmHAstymEntImmoRk.beS!.
196,.DhfedRhlikspRestsrviskamh@WichlwbiznisizinindhvijhWhlztisenfAksizfrmDhkhmphnIzstoRz.kamhkEmtUrlIhmhsttUikspensivkamh@AnhlhssE.piRIhd_.
197,.hnsOldstakshvtRhksrhbwthTrdHyrDhnoRmhlkamh_sedispOksmhnfrDhkhmphnI.piRIhd..
198,.ithtempstUbRiGoRddrtiDhmeRIhdfyvrteknIkskrhntlIdiskRybyhWeltrhvkhnfliktiGtrmhnalhjI.
199,.aRjEaRhspeShlkhmitIizHApIdisIhtoltrnhtivimrjiGthDhpashbhljYntbidbitWInkEkEaRAndDhmAnijmhntHyfhnWedgRUp.piRIhd.
200,..AzDhpap?hlhstsdedHIhpIldtUlesejhkEtidlOrmidhklAspIphlHUfyndIkhnamikhndsOShlcEnjfRythnEm.
201,.yset.dwninfig?rdwtWhtDEnIdid.AndsOldhmanhkt.
202,.instedmistrsymhnprsWEdidHimtUjYnHizgRUbestDhcIfigzek?htiv@ofisrhvDhveRIsHOldiGkhmphnIzthbIset@ApthOnIcTRUefeht.
203,..inDIEbIemtRItIkamh@DI?UesnigOSIEtrz_banhth+wtlanDhshlddifens.AndlAfthbOTsydzinthDhpascr_hvm?UcUhlhSoRt.hstRhkShn.piRIhd_.
204,.DhloncHAbinplAnfrrlIrDis?iRbhtWhzskRhbthbyDhspEsEjhnsIhbwtfyvtymzbikhzhvdizyndhnd@hDrdilEz.piRIhd.
205,.telOn.eksplhmEShnpYnt.dhbhlkWOt..
206,.SoRttrmREtsHIsezaRlyklIdiRimEndstedIoRmUvdshmWhtHyr_.
207,.hn?UzRIlIsiSUd?estrdE_sedDhtDhlynhvkReditWudbIgeRhntIdbyphRUvIensOvr.piRIhd_.
208,.rlIlAstRIkamh@mistrchndUdofrkhnseShnz.piRIhd!.
209,.kRisc?ethn.SWoRsHyfhnSOiG_kamh@DhpOsthlminhstrkamh_bResilizAtshjesjenhsDhtsshckRitisizhm_ledtUDhdisiZhntidismwntsOvDhmhnaphlit.piRIhd.
210,..peRIdiskhvrdijhpAnforhmeRhkhnzAkShlIitWhzpyleRhnHIkWips.
