Id,Predicted
37,..DhRESIOsignhldfyvhvDhmaRkitssevhnkWoRtrlIdwntrnzinDhnyntInsevhntItiEtIsevhnpiRIhd.piRIhd.
38,.Andbisydz.kamh!nAmWhzhloGtymhgO.piRIhd.
39,.HwevrinkRIsiGDhkasthvRIsrjAnhmhlzSudmOthvEtRIsrcrznattUWEsDhmonmiRlIkuRIhsoRRipeditivzsthdIz.
40,.penzYlHhzbinfRediGOvrDhditlzhvmUviGDhmhnI!evrsen.
41,..lAstHyfhnmenht.nIdIEShnhtwmsfwndrdOvrDIiSUzOvpwrHyfhnSeRiG_AndpIsHyfhnmanhtRIG.piRIhd.
42,.bhtlukhlithlfrDr.dASDeRaRWEzrwnHyriGfRIzhzpiRIhd!.
43,.mIntymmoRdhpaRcrzlUmenIfiRzDhtDIaprtUnhtIizRh!.
44,.HIvAl?UzDhpyblnAsetsAtTRIbil?hndalrzsemhkOlhn_DhSip.bildiGaprEShnzAt.tUbil?hndalrz.semikOlhn.AndDIothmOtiv?UnitAtmoRDhnWhnbil?hndalrz.piRIhd_.
45,.n?UmrhskamRAdzWrhpYnthd.mOsthvHUmgRAcREtidfrm?UnhvrshtIzhndkamhnhstblakmEShnz.
46,.itmEbIDhtaRstRhkcrhndmhlthplishtIhvkoRprShnzizhnthmOstifektidfrDhf?Ucr_.
47,..jaRtjbIaRkhneRDhsekhnd.WhznEmditiDhn?UpOsthvsIn?rvyspRezident.incaRjhvloGREndplEniGinRilEtidghvrvhntRIlEShnz.
48,.DhRizhltWhzphn!.
49,.WIcAvbIdogmAthkhbwtitpiRIhddhbhlkWOt.
50,.Adzjem@hdiviZhnmAnhjrfrhRItElr.itshdOlgIpdhlgoRO.
51,.itizhphniSiGkamh-AtofhndishpYntiGikspiRIhdzpiRIhd_.
52,.DEklEmDEshksIdidinDishbjektivkamh@bhtjhjsOfeR+sezDhRekrd.SOzDhsOvIetsnevrhgRIddUet_semikOlhn_ifDEdidhntkamh@WySudWE!kWeschnmaRk.
53,.inshminsthnszkamh@mAninjbnhntizlrnEnhvDIzmIdEGsUWelHyfhnplEst!mOlz.piRIhd!.
54,.WIvrjenthlmenhthbwtit.piRIhd!.
55,..?UesWrSipshndHelhkaptrz_cEsthWEhnranIhndWoRSipfrmhkanhvlYdhfoRkUEtItAGkrzhnDhpReZhnghlz.
56,.DhREtiGkhnsrnolsOplEst!DhsiGghlHyfhnEHyfhn.tUsIn?rdetREtiG_hsIesekshz.itekshsgAstRAnzmiShn?UnhtonRIv?Ukamh_WiT.ThRekShnansrthn.piRIhd.
57,.mOstimpoRtnhlIkamh@zhbukkamh@lykIigzivitkamh@przentsiningEjiGsrvEhvitrlEstfoRmztUDhsentrIz.dASWhnWIkhnWrnfRhmAninjY.piRIhd.
58,.DhbRitiSphblikHhzgathn?UzdtUinjYntshclUnIleftthstoRIzezpaRthvitsReg?hlrn?UzpEprdyht_.
59,.DEkhnbIHUleRIhslIfhnIGkamh.AzWelezHylIifektivtUlzfrsAtyr@piRIhd.
60,.ekhnamikAghnIkamh@moRDhnRIfoRmbkamhHAzpRadhtpOlhnthtUletDhRipeRmAnlUz.piRIhd!.
61,.DhSathlWudbIDhfrstthliftofshnsDhnyntInEtIsikscAlhnjriksplOZhn_.
62,.WhnizDAtWIWhlHAvDhsrplAsbhtSudhnt..
63,.DhplAnWhzdiskhvrdAftrdikOdiGdAtAkApcrdilAstWIksrestrtWentIRebhllItrz.
64,.maRkitAkShnWhzhsenShlIdyjestiGWenstEzRAlIpiRIhd.
65,.AndshmcEnzkamh@shcezHalhdEkoRprEShnkamhSeRdinkoRprEShnAndHyhtHOtelzkoRprEShn.kamh.insistEWhlmEkpleniGhvRUmzhvElhbhlAtbaRginREts.piRIhd.
66,.bhtbOskhmphnIEzSudbenhfitfrmhnhptrninIYlhndAnnAcRhlgAsbUzmhts.
67,.DhgOldkaRd.WicinkRUvzhf?UhdiSnhlsrvhshzWhnwkasthnsevhnIfyvdalrz!.
68,.mistryzhdmhn.DIaphziShnbiznismAnsezaRnUfRizhnDhshlUShnbhtDeRizhnenIshlUShnWiDwtaRnOf.
69,.AftrDhsrtIHyfhndEpiRIhdkamh_DhSeRzWudbIkhnvrthbhlethlOrRESIO..
70,.hksepthdbidzREnjdfrmsikspYntTRIEtfyvprsent.tisikspYntfoRTRIsiksprsent.
71,..DeRaRolWIshmpeshmistAndsiniks.sedhfloRhspeShlist_.
72,.tUstIphfol.khnmInHyrinflEShn.hndivenchlIHyrintRictREts.
73,._DhbAGkHOldiGkhmphnIzflEtidhnhDrfiftImil?hndalrsEl@frnekstUizdE..
74,.DhRIkol@ikspAndzanhWhzdRolhvhDrmadhlzbIgathnrlIrDisWik..
75,.pRabhblIDhlaRjhstkhntRib?htrd.tiDhrniGzhptrnfrmEjrpRhdUsrz.izhn?UpEstRhkcrHAmrdwttinDhHevhlI?Un?hnyzdhphsifiknoRTWest.
76,.inhdiShnnOklIrfRIzOnzofhninklUdrEnjnhntsDhtRikWyrdnOklIrWephnzAtDiplYIdhjEshnzhvDizOn_onlAndoRAtsI.pIphldbA.
77,.bhtDhfedrhlRIzrvhndmistrgRInspAnaRlyklItibIWrkiGHaRdtikIpinflEShndwn.
78,.tUilIvIEtHhzkhndiShnkamh@mistrpathSAstapstEviG.piRIhd.
79,.bhtDeRrolsORis.
80,.inoRdrtistEkhmpetitivhtDhpROlifrEtiGnembrsmolnan?Un?hnaprEShnzinDhRIdhn.mOskhmphnIzHAvshkksesfhlIskWIdzshvstAnchlWEjkhnseShnzfrmlebr?Un?h.
81,.DIAktWhzizanAcRhlfrHimezItiGpoRkkamh@HItOldhfRend.piRIhd..
82,.nwkamhWImhstHevhnn?UshmTiGdASoR.dAShDrntUinSurdDhtDIeldrlItnatbIWyptwtfynAnShlIendImOShnhlIbyliGgriGkamh@fynhlilnhs.piRIhd.
83,.mistrbeRIHAdbinpRezhdenthvHaRdminsisthmzh?UnithvfighintrnAShnhlinkoRprt!.
84,.DEvbenin?UsinDI?UessensDIrlInyntInsevhntIspiRIhd.
85,.itWhzhnthgivhWrI~.
86,.ifitizhnWantsiGitshnhDr@.
87,.bhtDis?iRkamhpaRtIbAthlzrleskhntenShshnddaktrpolkamh@HUWizonDhbAlht.indfoRtIsikstEtskamh@HOpsfrhtlIsWhnmil?hnvOts.piRIhd.
88,.bhtifDhistrIhvhDrAfRhkhnnEShnzizenIgyd_Wyts.indIhnzhndsmolblAk.tRybSudfiRDh@.
89,..bOldpIphlSudatHAvthlivWhtDhkansthntHiRDhtbikidendeprUendidevRIWEbyDAtlAsdilnhskamh@WIviGhdesthtUtspws.piRIhd.
90,.bhtDhbulzWOntgiv@hppiRIhd_.
91,.telhviZhnsedmEkrz.REg?hrhlIskejultIvIpROgRAmiGbigAn?iR.HhvlostAttDhjAphnIzAnd?uRhpIens.
92,.DAtsmoRhlesWhtDhblUdcip!ikanhmisikspekt_.
93,.DhShthlWudbIDhfrsttUliftofsensDhnyntInEtIsikscAlhnjriksplOZhn.piRIhd_.
94,..HIAdid.kOlhndhbhlkWOtt@EtIofrDEkamhzinizgOiGhnbIRIv?Ud.
95,..menI@hDrz.kamh@hvEtiGtAksizkamh.dUitanDhsly.piRIhd!.
96,.foRigzAmphl_itlykstaksDhtselethllOmhlthbhlhvDhkhmphnIzbukvAl?U.oRAsetsmynhslyhbilhtIzprSeR!.
97,..nwsIbh-iztRyGtUmEkhmit.
98,.AGgrdlikUd.hfiShlzkhntImDeRHykoRtijhjmistrAmrovlAsshmr.piRIhd!.
99,.itWhlselekskUvhdAndAthlEtrdEt.
100,.dhbhlkWOt.foRDhRekrddhbhlkWOt_iSbikwnthvhtafkamhshksesfhlbiznhsmAnzteRhbhlWaSiGthdikspiRIhdz.
101,..foRnhstapEdkamhHIpiktkantRAktinoRghnyziGcIfWoltrSI_kamh@HUendidHizOnbidtUbIpRezidentbybAkiGmistrmhkaRnIpiRIhd.
102,..AkcrhvIfkamh@sinsizgRonDhTrdIEdylykhthllatkamh@dhbhlkWOtHIsez.piRIhd.
103,.DisizhvDhtymtitEkDhcAnsinAsktDhmDAtsezmistrAphlbam.HUAdzDAtHizHOlTOnizbhvd.
104,.DhsitIkhnpRabhblIHAndhltUpROgRAmzkamh@sezSaRpmhmoRIhlAdministREtrcaRlzkOk_kamh@dhbhlkWOt_bht.TRIRfoRkudbIpRablhmAtik_piRIhd.dhbhlkWOt.
105,.itshbwtWyksevhntIndEzinhbEbIzlyfkamh@dhbhlkWOt@sezmistrdikI.kamh.hvetrhniGgWhjtIcrH?iRhjhpAn.piRIhd.
106,.Dhn?UdIlbRatsOShlsik?uRhtIkamh@hndDhn?fRAntiRbRotmedhkeR.piRIhd.
107,.bhtDeRpap?hleRhtIgRUslOlIbikhztRAnsmiShnofhnlhslhgiS!kamh@pRintiGmesIAtmhSInzkudhn.dhbhlkWOt.tapdhbhlkWOttUIjhDrhfiShntlI.piRIhd.
108,..ynatAtolinHApIWiTWht!.
109,.DhsOsIEtidenz!nhtizeRkhlh.ishjenRhlpaRtnrhDeRkhlhHOtelpaRtnrzhndHAzhWhnprsentjenRhlpaRtnrintRhstinDhpaRtnrSet..
110,.AnelsrvisizWelzWhnsDerdReldkamh_amikdRmht.biltofSSoRdRiliGRegz.
111,.bhthtempsdysWEthmistiGrdifektivpROtIninDhmhshltiSUhvlesf?UrdistRhp?IpEShnz_HAvloGpRUvdRhstREtiG.piRIhd_.
112,.DAtsmoRrlesWht.DhplUdSipikanhmissikspektpiRIhd!.
113,.?etDhbendhspOstizbendiGOvrbAkWdrdtikhmplyWiT?UesdimAndzfrmoRAkses.piRIhd.
114,.foRmenIjAphnIzkhmphnIzitWhzDhfrsttymiDEdevrsInAnhmeRhkhninvestrsezmistreRhn.
115,.DhRaTWelsagAtintenshfydkRitisizhvOvrDhWestrnostRE??hnghvrmhntspIlEShnSipWiTanthpRinrz_shcezmistrbandAndmistrHOmzhkoRtkamh_HUmDhghvrmhnthsisthdfynAnShlI!piRIhd.
116,.dhbhlkWOt_WIjist.gethgidsynkamhinDAtmaRkitWhlRispandpiRIhddhbhlkWOt_.
117,.hbwtWhnpYntfyvbil?hndalrzhvdetizhndrRIv?U@.
118,.innyntIn~EtIkamhDhflEmzRIzUmdHOmgEmzpiRIhd..
119,.dhbhlkWOtifWikIpDhshpkamh@WhldyWiDaRfAgpiRIhddhbhlkWOt_.
120,.DhnASnhlAvRijWhzfoRpYntsiksTRIprsent.hnddisembr@nyntInEtIsiks.
121,._itHAdijrmAthkhsektanDhgEm.piRIhd.dhbhlkWOt.
122,._DhdedlyndfrdUiGsOizfebWeRItWenIfrst.tUmhnTsbIfoRjiletsEphltWenIfrztAn?UhlmItiG.
123,.WytplerzdRifthdbAkkamh@intenShnzIzdpiRIhd..
124,..frminseltsmEjr.dItshndbrnIRipoRthdlIdYnDhkRwdhWostRItHwsizkhtiGDeRnyntInEtIsevhnybIemrniGzesthmht.
125,.DeRznOdwtWIvtiminiSDhsOvIetTRetTeRIshbstAnchlIinDhlAst?iR.sismhnhsOthRepRizenhtivDAnWebr_.
126,.HOltelzkhn?UzdDhteknalhjIthpRIdikt.WinbiznhsWhlbIhn?UZhWhlIslO@hndDhsWinmoRdiskwniGiznEd.
127,.?estrdEzhnwnsmhntbyRepRizenhtivHwrdmnjthHwshlvOdanDhstimizhmenmhntsepRhtlIfrmDIOvrolkanfRhnsRipoRt_piRIhd.
128,.DhkhmphnIolsOdOnEtidfiftITwzhndalrztUhlOkhlinvyRhnmethlgRUp@thHyrspeShlisttUhvAl?UREtDhkhmphnIzpAntzthklIdhpkhntAmhnEtidsyts.
129,.stRoGimpoRtsHwevrmInDAtdhmestikdimAndRytnwstRoG_WincrWEtikrbitREddefhshtiztiHAvhfuldlOnRrseShn.
130,.AneRkOhspOksWumhnsedDhkhmphnIformDhvencr_tikRIEthvfynAnsiGvIikhlfrf?UcrHOtelpRajets.
131,.dhbhlkWOt_DeRizhnmhcpRagResinsevhntIndEz.piRIhd!.
132,.DhklhbnwfIldzhnhmbrhvtImzfoRveRIhsEjlevhlz.piRIhd!.
133,.DhbhndhspOstsmhnaphlIHAzbikhmhlytniGRadfrkRitisizhmbyDI?Ueshnd@hDrtREdiGpaRtnrzhvjrvhnIzklOzddoRz.piRIhd.
134,..DhfrmseditdhzhnkamentanitstakRekhmhndEShnzoRrniGzesthmhts.
135,.itdidnydethfynDhbyrzoRdisklOztrmzhndDhsElz.
136,.nw.sIbh@iztRyGtUmEkhmenz.
137,.!dhbhlkWOtytOldemitsDIendhvydIalhjIkamhdhbhlkWOt_sezmistrAmrAvkamh@hpaRtIvetrhnpiRIhd.
138,..DhbAGkHOldiGkhmphnIzslEtidhnhDrfiftImil?hndalrsElfrnekstUzdE!.
139,.nOfrmplAnHAzbendivyzd.bhtitizhndrkhnsidrEShntURij?UDhHOlstRhkcrHIsed.
140,..HIkudpRasmistrROlhntiselDimpaRthvloGROzpoRtfOlIO.piRIhd.
141,.ybIemfelWhnhndsebhnEtTs.tUWhnHhnrdtWenIAndTRIEts.anmoRDhntUpYntfyvmil?hnSeRz.
142,.nObhdInOzHwDhswTAfRhkhnghvrmhntWhlRIAkt_.
143,.DhkhmphnIsedAlfrdindEvidbilzplAndhkhnvrtDeRkamhnSeRz!driGDhTrdIHyfhndEpiRIhd.piRIhd..
144,.shmsoRshz.sedshmhvDIlesHyfhntRhdiShnhlHOldrzhvjenroldEbiljIks.SeRz_kudbItemptidbyDhpRaspekt.hvkAphthlgEnz.piRIhd.
145,.kAmbOdIezvIAtnamHyfhnbAkDhghvrmhntRif?UziztiSeRpwrWiTDhkhmeRhRUjkamh_DhkhntRIzfoRmrolShHyfhnlefths.RUlrz.piRIhd.
146,.DhmmAzdAtkhmpazhtindekshvfoRTwzhnkamhsiksHhndrdTrdIEtstaksklOzdAtTRIHhnrdsevhnIfoRpYntsiksfyvkamh.dwnzIRO.pYntWhnsiks.piRIhd.
147,.inRIshntWIksfoRigzAmphldRIdrzHiRHAvHrdhvDhbAniGhvAntIyRhSjOsindWhnlhndhnbrl@.
148,.ekspoRtpRyshzROzhnprsentinDhlEthstkoRtrAndejdhpillIz?iROpYnt.tUprsetinDhlAst?iR.piRIhd.
149,.menIhDrizkamhhvEtiGtAksizkamh.dUitanDhsly.piRIhd!.
150,..instedkamhDEfEvrhnhnwnstceksbyROvinkamh_ReDrDAninHyfhnHwskamhinspektrzfOkisiG_andhbhlkWOtkRitikhlkhntROlpYntsdhbhlkWOt_instIpUdpRasesiG.piRIhd!.
151,.DhpRablhmkhntin?UzthbIminathnIinfAShnkamh@sedkrtbaRnyd_kamh@DhphbliSrhvvDhRItElmaRkhtiGRipoRt.kamh@hndindhstRInEzletr.piRIhd.
152,.hnhDrspOkkmhnfrDhministRIHhzRIplydtUDhfoRhnkoRspanitshsOsIEShnhvswTIzdEZht.
153,.hndrtrmzpRIIhslIRIpoRthd.dIitAl?hnAgRhkhlcrhlkhnsrnhsUmdhbwtWhnHhnrdnynIfyvmil?hndalrzhndshboRghnEtiddetezpaRthvDhtR!.
154,.bhtshchgAnsthdAnsaRmylchmrzkhmpeRdtUhkhmiGrTkWEtfrDhtUpRhfeShnzkamh@shmhkwnthnzAndkhnshltshnzpRhdikt.piRIhd.
155,.aphziShnfrmkhmpetitrzolsOkhntRib?htid.tiDIiniShlRIjekShnhvDhmrjr_kamh_AndDAtHAzAGrdsAnhsEigzek?htivz.piRIhd!.
156,._RhgaRdlhshvDIwtkhmhvDenImItiGWiTjhled.kanhsthnsImzolmOstsrtinthnamhnEtitsOnslEthvdrektrzshmtymneksWIk!.
157,._bhtthDhshpRyzhvolmOstevRIWhn.DhstakpRytsizbigAnhsDAtiklyndDhtpuStDIAvRijhbhvWenzdEzklOz.
158,.bhtitstifhkhl.tisIWrDhkhmphnIgOzfrm?IiR.
159,.AndSoRtlIAftrDIAkWhziShnkamh@YlpRyshstaRtidsslydpiRIhd.
160,.insted_DEfEvranhnwsceksbyRUviGRADrDAtinHwshndspektrz_fOkisigankRitikhlkhntROlpYnts_insIfAdpRash!.
161,..mistrbeRIHAvbinpRezhdenthvHaRtmisisthmzh?UnithvfigIintrnAShnhlinkoRprt!.
162,.SAmRattpRItAkspRafitfrmDhsElWhzWhnHhnrdtWenIfyvmil?hndalrzhspOksWumhnsed.
163,.neROlIbifyhnDeRRhdhzhnrsOAsetAlhkEShnfhndz.
164,..innyntInEtIfyv_penzYlWhnniRlIIilevhnbil?hndalrzhnddAmijizAt.tRyl_DhbighstjahjmhntevrhWoRdithplEn.
165,.AftrDhTrdIHyfhndEpiRIhdkamh.DhSeRzWudbIkhnvrthbhlAthlOrRESIO.piRIhd.
166,..HIiknalijizdiskhsiGDhphtenShlivspIdiGhplosizbhtdinyzmEkiGetITRet!.
167,..bhtluthlUhlfrDr!DeRaRWEzrwndHyRiGfRIsiz.
168,.DIikspAndidRIkolWhzdisklOzdAthmItiGWiTAnaRsIhfiShlz_AndinEjhnsIofhswtsydShkaRbO@.
169,..Dhn?UceRmhn.nOsDhtHizphlitikhlkhnAkShnzmEkshmmaRkitpartishphntsshspiShs_DhtIbhltRydhstim?hlEtDIikanhmithHelp.jIOpIkAnhditsnekst?iR.piRIhd.
170,.AftrDhklOzhvtREdiGDhfoRkAStsWrinkRIst.
171,.?estrdEzlUzrzinklUdidothmObIlzpiRIhd!.
172,.bhtnwDhmedhkhlpAkhpOzizbOTmeZrzpiRIhd!.
173,.HIHAdbinsIn?rvyspRezhdenthvWaSiGthnaprEShnzfrDhdifenskantRAkkt!.
174,.DhbundispOstsmhnabrlIHhzbikhmhlytnEnRadfrkRitisizhm.byDI?UesAndhDrtREdiGpaRtnrzhvjrhnIz.klOzddoRz.piRIhd.
175,.DeRjistWEtiGfrDhIh!.
176,.ybIemfellhnAndsevhnEtTstUWhnHhndrdtWenIinTRIEtTsanmoRDhntUpYntfyvmil?hnSeR.
177,.DismaRkitizWEtiGfrOnlIWhnTiGkshtofrdRoS+hsIn?rvyspRezhdentAtamshndmikhninsik?uRhtIzinkoRprEtid_.
178,.hstRanhmrzsEDAtDIrTTDEpizsIld.
179,.DhmhnItiput.DispRaphziShnanDhbAlhtkEmpaRtlIfrmDhgRAnHyfhncAmpIhngivr.kamh@zIkAlhfoRn?hmedhkhlhsOSIEShnpAk_piRIhd_.
180,.sIbh-hgRIdtURevhnUDIOvrsyt.
181,.nikdrnhtAndendel@RhndifRhntsseghnhtsWhmbIYlsrvhshzbiznh.
182,..DhREdGkhnsrnolsOplEsDhsiGghlEtUhvsIn?rvdet!REtiGhpsIes~ekshstekshs.gAstRAnsmeShn?UnitanRIv?U_WiT.direkShnansrthn.
183,.DIikspAndidRIkolWhzdisklOzdAthmItiGWiT.AnaRsIhfiShlzAtAnEjhnsIofhswtsychkagO@.
184,.bhtDhpROtestsRAphdlIbROkhpWinDhmIdIhHeditHO.
185,..bRitiShplyhnsmEkrzHAvlosgRwndtikanthnhnthl?uRhpIhnzHUhvDhstAbliStERep?htEShnfoRdizynAndkWalhtIstAndrdz.piRId.
186,.TIdhbhlkWOtHedkwntkamh@dhbhlkWOt.hbOkistmeZriGdivyshvevrDeRWhzWhnkamh@RimEnDhsEmsemIkOlhn.DeRtWhznOinkRIsinsAlrIprshnel.piRIhd!.
187,..kReschnSWoRzHyfhnSOiG.kamh@DhpOsthlministr!kamh_bRishlzAtshgjeschnz.DAtshckRitisizhm.ledtiDhdisiZhntidismAnthlDhminaphlI.piRIhd_.
188,.HIpRyvhtlIinsistsIhpOzhzrpIlkamh_bhtshmTiGkHIiz?UziGisaphziShnezhbaRginiGSip_piRIhd.
189,.DhkhmphnIolsOdOnEhdfiftITwzhndalrztUhlOkhlinvyRhnmenhlgRUpthHyrspeShlisttUhvAl?UEtDhkhmphnIzplAnztiklInhpkhntAmhnEtidsydz.
190,.AnAmbiShsinnyntInHyfhnnEShnefrtUHolt.tWenI?rzhvWoRhnkembOdIh_endidWiTwtAnhgRImhnt.piRIhd.
191,..pRabfhtbyn?UzRipoRtshvhlejmishpROpRIEShnhvfhndz_HIesIsIvizhtidDhfrmzn?U?oRkHedkoRtrzlAstWIkWiDDIintenShnhvigzAmhdiGbiznhsR!.
192,.itizcaRjWiTgetiGDhbestIlfrSeRHOldrzkamh@enWudhntget.tapdalrWiDwthnhDrbidr!.
193,.DAtizWelhbwtDhnASnhlAvRijfrHasthdhlzhvshcpROgRAmzkamh_bhtHaRdlIhmaRkititWantdisIfRydmentid.piRIhd.
194,..HIaRd?UzDAtfRydEzhnimplYmhntfig?rz.hndrmyndDhtTIzishvvESaRplIslOiGikanhmI_.
195,.DhsenshvinpendiGdUmHAzstymIntImoRk.biS.
196,.DhfedrhlikspRessrviskamh@WichlwdbiznisizinidhvijhWhlztisinfAkshzfrmDhkhmphnIzstoRz.kamhkEmtUrlIhmhsttUikspensivkamh@AnhlhssE.piRIhd.
197,.ansOldstaksiTtRhksRhbwthTrdHyrDhnoRbhlkamh@sedizspOksmhnfrDhkhmphnI.piRIhd.
198,.ithtempstUbRiGoRdrtiDimiRIhdfyvrteknIkskarhntlIdiskRydbyhWeltrhvkhnfliktiGtrmhdalhjI.
199,.aRhjEaRhspeShlkhmitIizHApIthsIhtoltrhtivhmrjiGthDhpashbhljYntbidbitWInkEkEaRADhmAnijmhntHyfhnWedgRUp.piRIhd!.
200,.AzDhpap?hlhstsdedHIhpIlztUlesejhkEtidlOrmilhklAspIphlHUfyndIkhnamikhndsOShlcEnjfRytmin.
201,..ysAt.dwninfig?rdwtWhtDEmItid.hndsOldhmanht.
202,.instAdmistrsymhnprsWEdidHimtijYntHhzgRbestDhcIfigzek?htivofhsrhvDhveRIhsHOldiGkhmphnIzthbIsedhpthOnIcTRUeh.
203,.inDIEbIemtRItIkamh@DI?UesDhgOSIEtrz_anithwtlanDishldifens.AdlAftbOTsydzinthDhpascr_hvm?UchlhSoRtA.DhstRhkShn.piRIhd_.
204,.DhloncHAbinplAnfrrlIrDisHiRbhtWhzskRabthbyDispEsEjhnsIhbwtfyvtymzbikhzhvdizynhnd@hDrdilEz.piRIhd.
205,.telOn.eksklhmEShnpYnt.dhbhlkWOt!h.
206,.SoRttrmREtsHIsezaRlyklIdiRimEnstedIoRmhvshmWhtHyr_.
207,.hn?UzRIlIsiShd?estrdE_sedDhtDhlynhvkReditWudbIgeRhntIdbypRUvIAndsOlvr.piRIhd!.
208,.rlIlAstWIkamh@mistrcandUdofrkhnseShnz.piRIhd..
209,.kRischnSWoRzHyfhnSOiGkamh@DhpOsthlminhstrkamh_bResilzAtshjAsjhnzDhtshckRitisizhm_ledtUDhdisiZhntidismwnsOvDhmhnaphlI.piRIhd!.
210,..peRIdiskhvrdijhpAnfoRhmeRikhnzAkShlIiWhzpaleRhnHIkWips.
